,userId,movieId,tag,timestamp
0,2,6784,funny,1445714994
1,2,6784,Highly quotable,1445714996
2,2,6784,will ferrell,1445714992
3,2,7679,Boxing story,1445715207
4,2,7679,MMA,1445715200
5,2,7679,Tom Hardy,1445715205
6,2,8287,drugs,1445715054
7,2,8287,Leonardo DiCaprio,1445715051
8,2,8287,Martin Scorsese,1445715056
9,7,6298,way too long,1169687325
10,18,375,Al Pacino,1462138765
11,18,375,gangster,1462138749
12,18,375,mafia,1462138755
13,18,921,Al Pacino,1461699306
14,18,921,Mafia,1461699303
15,18,4159,holocaust,1455735472
16,18,4159,true story,1455735479
17,18,6153,twist ending,1456948283
18,18,6447,Anthony Hopkins,1457650696
19,18,6447,courtroom drama,1457650711
20,18,6447,twist ending,1457650682
21,18,7624,britpop,1457444500
22,18,7624,indie record label,1457444592
23,18,7624,music,1457444609
24,18,9082,dumpster diving,1455060381
25,18,9082,Sustainability,1455060452
26,21,1177,romantic comedy,1419805413
27,21,1177,wedding,1419805419
28,21,8614,painter,1419805477
29,21,8617,bloody,1419793962
30,49,8358,black hole,1493093306
31,49,8358,sci-fi,1493093332
32,49,8358,time-travel,1493093356
33,62,1,fantasy,1528843929
34,62,1,magic board game,1528843932
35,62,1,Robin Williams,1528843907
36,62,97,beautiful scenery,1528152541
37,62,97,epic,1528152532
38,62,97,historical,1528152523
39,62,97,inspirational,1528152527
40,62,97,Medieval,1528152528
41,62,97,mel gibson,1528152521
42,62,97,Oscar (Best Cinematography),1528152539
43,62,97,revenge,1528152531
44,62,97,sword fight,1528152535
45,62,355,black comedy,1525636607
46,62,355,Christina Ricci,1525636685
47,62,355,Christopher Lloyd,1525636622
48,62,355,dark comedy,1525636610
49,62,355,family,1525636708
50,62,355,gothic,1525636609
51,62,1497,Al Pacino,1525636728
52,62,1497,Andy Garcia,1525636768
53,62,1497,Classic,1525636752
54,62,1497,Francis Ford Coppola,1525636752
55,62,1497,mafia,1525636733
56,62,1584,black comedy,1525636847
57,62,1584,Christina Ricci,1525636867
58,62,1584,Christopher Lloyd,1525636859
59,62,1584,Family,1525636855
60,62,1584,gothic,1525636849
61,62,1584,quirky,1525636846
62,62,2222,family,1525636883
63,62,2222,funny,1525636885
64,62,2222,Macaulay Culkin,1525636890
65,62,2222,sequel,1525636887
66,62,2353,animation,1525636903
67,62,2353,Disney,1525636902
68,62,2353,funny,1525636913
69,62,2353,original,1525636917
70,62,2353,Pixar,1525636901
71,62,2353,sequel,1525636910
72,62,2353,Tom Hanks,1525636925
73,62,2670,ancient Rome,1528152504
74,62,2670,Epic,1528152469
75,62,2670,history,1528152467
76,62,2670,imdb top 250,1528152498
77,62,2670,revenge,1528152496
78,62,2670,Rome,1528152463
79,62,2670,Russell Crowe,1528152465
80,62,3133,Ed Harris,1528024869
81,62,3133,Jude Law,1528024854
82,62,3133,Rachel Weisz,1528024873
83,62,3133,sniper,1528024852
84,62,3133,World War II,1528024877
85,62,3834,Al Pacino,1530310809
86,62,3834,atmospheric,1530310959
87,62,3834,Hilary Swank,1530310952
88,62,3834,Robin Williams,1530310811
89,62,4191,sequel,1525555053
90,62,4191,violent,1525555051
91,62,4416,dogs,1525554096
92,62,4416,Eric Bana,1525554086
93,62,4416,mad scientist,1525554098
94,62,4416,marvel,1525554100
95,62,4422,captain nemo,1525554054
96,62,4422,comic book,1525554028
97,62,4422,gothic,1525554056
98,62,4422,Peta Wilson,1525554040
99,62,4422,Sean Connery,1525554026
100,62,4422,superhero,1525554051
101,62,4439,adventure,1525554439
102,62,4439,Angelina Jolie,1525554432
103,62,4439,heroine in tight suit,1525554441
104,62,4791,Adventure,1528152558
105,62,4791,ensemble cast,1528152578
106,62,4791,fantasy,1528152556
107,62,4791,fantasy world,1528152571
108,62,4791,great soundtrack,1528152575
109,62,4791,lord of the rings,1528152581
110,62,4791,scenic,1528152580
111,62,4791,stylized,1528152577
112,62,4791,Tolkien,1528152561
113,62,5253,hilarious,1526249138
114,62,5253,Steve Carell,1526249156
115,62,5253,Will Ferrell,1526249135
116,62,5656,animation,1525554490
117,62,5656,anime,1525554488
118,62,5656,cyberpunk,1525554486
119,62,5656,dark,1525554500
120,62,5656,Matrix,1525554493
121,62,5656,sci-fi,1525554491
122,62,5667,dark comedy,1526248598
123,62,5667,Jim Carrey,1526248575
124,62,5667,meryl streep,1526248580
125,62,5667,quirky,1526248553
126,62,5667,stylized,1526248601
127,62,5692,Adam Sandler,1525554900
128,62,5692,family,1525554919
129,62,5692,sweet,1525554922
130,62,5701,British gangster,1532723304
131,62,5701,confusing,1532723364
132,62,5701,daniel craig,1532723305
133,62,5701,Exquisite plotting.,1532723355
134,62,5701,organized crime,1532723369
135,62,5701,stylish,1532723356
136,62,5701,Tom Hardy,1532723359
137,62,5777,anime,1525869041
138,62,5777,fantasy world,1525869051
139,62,5777,Hayao Miyazaki,1525869046
140,62,5777,Studio Ghibli,1525869044
141,62,5867,David Thewlis,1525554605
142,62,5867,Eva Green,1525554550
143,62,5867,Liam Neeson,1525554577
144,62,5867,Orlando Bloom,1525554511
145,62,5920,Chris Evans,1525554141
146,62,5920,comic book,1525554003
147,62,5920,heroine in tight suit,1525554138
148,62,5920,Jessica Alba,1525554127
149,62,5920,sexy female scientist,1525554144
150,62,5920,superhero,1525553977
151,62,5988,gothic,1530310527
152,62,5988,helena bonham carter,1530310534
153,62,5988,Johnny Depp,1530310529
154,62,5988,Tim Burton,1530310526
155,62,5988,visually appealing,1530310541
156,62,5999,black comedy,1532723380
157,62,5999,clever,1532723403
158,62,5999,fast-paced dialogue,1532723406
159,62,5999,good dialogue,1532723428
160,62,5999,Robert Downey Jr.,1532723408
161,62,5999,witty,1532723402
162,62,6191,adventure,1525637064
163,62,6191,Audrey Tautou,1525637075
164,62,6191,conspiracy theory,1525637062
165,62,6191,Mystery,1525637081
166,62,6191,Paris,1525637079
167,62,6191,Tom Hanks,1525637067
168,62,6191,treasure hunt,1525637084
169,62,6227,Brad Pitt,1525554217
170,62,6227,cate blanchett,1525554227
171,62,6227,multiple storylines,1525554215
172,62,6227,social commentary,1525554246
173,62,6237,Ben Stiller,1525554254
174,62,6237,Robin Williams,1525554255
175,62,6239,emma thompson,1536874692
176,62,6239,Maggie Gyllenhaal,1536874655
177,62,6239,modern fantasy,1536874658
178,62,6239,romance,1536874651
179,62,6239,surreal,1536874662
180,62,6239,Will Ferrell,1536874653
181,62,6324,Marion Cotillard,1526582371
182,62,6341,Africa,1536874706
183,62,6341,corruption,1536874704
184,62,6341,Jennifer Connelly,1536874701
185,62,6341,justice,1536874709
186,62,6341,Leonardo DiCaprio,1536874698
187,62,6488,bad acting,1525554797
188,62,6488,bad jokes,1525554811
189,62,6488,bad plot,1525554822
190,62,6488,Chris Evans,1525554807
191,62,6488,Jessica Alba,1525554794
192,62,6488,Marvel,1525554792
193,62,6488,sexy female scientist,1525554813
194,62,6665,Rachel Weisz,1528909364
195,62,6665,Ryan Reynolds,1528909347
196,62,6734,fantasy,1525637507
197,62,6734,lion,1525637517
198,62,6734,narnia,1525637508
199,62,6734,Tilda Swinton,1525637603
200,62,6757,bad script,1525554116
201,62,6757,Charlize Theron,1525554121
202,62,6757,Will Smith,1525554107
203,62,6758,Anne Hathaway,1527004240
204,62,6758,Steve Carell,1527004238
205,62,6784,comedy,1528934384
206,62,6784,funny,1528934381
207,62,6784,will ferrell,1528934379
208,62,6800,comedy,1528934218
209,62,6800,James Franco,1528934214
210,62,6800,Seth Rogen,1528934216
211,62,6800,Stoner Movie,1528934219
212,62,6888,audience intelligence underestimated,1528934237
213,62,6888,boring,1528934241
214,62,6888,chick flick,1528934247
215,62,6888,overrated,1528934240
216,62,6888,Teen movie,1528934233
217,62,7016,Adrien Brody,1527274305
218,62,7016,con artists,1527274320
219,62,7016,funny,1527274322
220,62,7016,interesting characters,1527274324
221,62,7016,Mark Ruffalo,1527274316
222,62,7016,Rachel Weisz,1527274311
223,62,7137,Bill Murray,1529777198
224,62,7137,dark comedy,1529777189
225,62,7137,Emma Stone,1529777192
226,62,7137,funny,1529777194
227,62,7137,Jesse Eisenberg,1529777186
228,62,7137,Woody Harrelson,1529777129
229,62,7609,audience intelligence underestimated,1525555172
230,62,7609,CGI,1525555168
231,62,7609,cheesy,1525555170
232,62,7609,comic book,1525555164
233,62,7609,DC,1525555176
234,62,7609,DC Comics,1525555184
235,62,7609,Ryan Reynolds,1525555162
236,62,7609,space,1525555182
237,62,7609,superhero,1525555181
238,62,7637,comedy,1525554879
239,62,7637,funny,1525554868
240,62,7637,happy ending,1525554872
241,62,7637,HOT actress,1525554880
242,62,7637,Justin Timberlake,1525554873
243,62,7637,Mila Kunis,1525554861
244,62,7637,New York City,1525554866
245,62,7637,romance,1525554883
246,62,7637,sex,1525554864
247,62,7973,Istanbul,1529611262
248,62,7973,Liam Neeson,1529611250
249,62,7973,predictable,1529611266
250,62,7973,Turkey,1529611256
251,62,7973,unnecessary sequel,1529611269
252,62,8045,action,1526078792
253,62,8045,Christoph Waltz,1526078766
254,62,8045,funny,1526078778
255,62,8045,good soundtrack,1526078785
256,62,8045,Great performances,1526078768
257,62,8045,Humour,1526078787
258,62,8045,Leonardo DiCaprio,1526078762
259,62,8045,Quentin Tarantino,1526078760
260,62,8045,Samuel L. Jackson,1526078763
261,62,8045,Soundtrack,1526078781
262,62,8045,western,1526078773
263,62,8165,Amy Adams,1525555328
264,62,8165,superhero,1525555319
265,62,8235,daniel radcliffe,1528843968
266,62,8235,zoe kazan,1528843965
267,62,8303,comedy,1528935011
268,62,8303,Steve Carell,1528935000
269,62,8303,stupid but funny,1528935013
270,62,8303,will ferrell,1528935002
271,62,8329,anti-intellectual,1525554841
272,62,8329,bad writing,1525554835
273,62,8329,dystopia,1525554830
274,62,8329,new society,1525554832
275,62,8329,plot holes,1525554845
276,62,8329,predictable,1525554847
277,62,8329,scifi,1525554839
278,62,8329,unintelligent,1525554843
279,62,8419,Charlize Theron,1530471420
280,62,8419,Liam Neeson,1530471434
281,62,8419,Seth MacFarlane,1530471419
282,62,8419,witty,1530471417
283,62,8495,action,1525554460
284,62,8495,dystopia,1525554450
285,62,8495,plot holes,1525554454
286,62,8495,post-apocalyptic,1525554458
287,62,8495,survival,1525554456
288,62,8495,thriller,1525554471
289,62,8495,unexplained,1525554473
290,62,8495,weak plot,1525554463
291,62,8519,dark hero,1528152251
292,62,8519,gun-fu,1528152257
293,62,8519,Keanu Reeves,1528152244
294,62,8519,Revenge,1528152241
295,62,8519,secret society,1528152258
296,62,8519,stylish,1528152247
297,62,8557,black comedy,1528152849
298,62,8557,dark comedy,1528152859
299,62,8557,dark humor,1528152847
300,62,8557,ironic,1528152854
301,62,8557,multiple short stories,1528152862
302,62,8557,short stories,1528152852
303,62,8617,bromance,1525555146
304,62,8617,comedy,1525555138
305,62,8617,funny,1525555129
306,62,8617,James Franco,1525555132
307,62,8617,Seth Rogen,1525555127
308,62,8675,comic book,1526029023
309,62,8675,Dr. Strange,1526029001
310,62,8675,Great villain,1526029025
311,62,8675,Guardians of the Galaxy,1526029015
312,62,8675,Marvel,1526028997
313,62,8675,MCU,1526028983
314,62,8675,Robert Downey Jr.,1526028991
315,62,8675,Thanos,1526028985
316,62,8675,Thor,1526029010
317,62,8675,Visually stunning,1526028994
318,62,8739,characters,1526078910
319,62,8739,Dialogue,1526078902
320,62,8739,humor,1526078901
321,62,8739,Kurt Russell,1526078886
322,62,8739,Quentin Tarantino,1526078877
323,62,8739,Samuel L. Jackson,1526078883
324,62,8739,tension building,1526078880
325,62,8739,violent,1526078912
326,62,8739,Western,1526078899
327,62,8886,dystopia,1525637480
328,62,8886,Jennifer Lawrence,1525637484
329,62,8886,love story,1525637487
330,62,8886,nonsense,1525637488
331,62,8886,politics,1525637499
332,62,8886,rebellion,1525637483
333,62,8886,revolution,1525637481
334,62,8894,Ben Kingsley,1530471365
335,62,8894,ethics,1530471346
336,62,8894,immortality,1530471343
337,62,8894,ryan reynolds,1530471352
338,62,8897,Bad story,1525555090
339,62,8897,Bad writing,1525555084
340,62,8897,Batman,1525555077
341,62,8897,Ben Affleck,1525555106
342,62,8897,comic book,1525555092
343,62,8897,dc comics,1525555080
344,62,8897,good soundtrack,1525555089
345,62,8897,Harley Quinn,1525555079
346,62,8897,Harley Quinn's ass,1525555094
347,62,8897,Horrible directing,1525555099
348,62,8897,Jared Leto,1525555072
349,62,8897,Joker,1525555074
350,62,8897,lack of plot,1525555069
351,62,8897,Margot Robbie,1525555073
352,62,8897,Poor story,1525555087
353,62,8897,poorly paced,1525555083
354,62,8897,superhero,1525555103
355,62,8897,visually appealing,1525555109
356,62,8897,Will Smith,1525555076
357,62,8945,action,1525555242
358,62,8945,batman,1525555211
359,62,8945,ben affleck,1525555223
360,62,8945,dark,1525555227
361,62,8945,dc comics,1525555225
362,62,8945,Gal Gadot,1525555240
363,62,8945,superhero,1525555243
364,62,8945,superman,1525555213
365,62,8945,wonderwoman,1525555233
